customer_id,first_name,last_name,phone,email,street,city,state,zip_code
529,Ellena,Clements,NULL,ellena.clements@aol.com,"7918 Mulberry Street ","Santa Monica",CA,90403
397,Jeannie,Wilcox,NULL,jeannie.wilcox@yahoo.com,"7744 Miles Dr. ","Franklin Square",NY,11010
521,Max,Charles,NULL,max.charles@gmail.com,"695 St Paul Street ","Glen Cove",NY,11542
1223,Bronwyn,Vargas,NULL,bronwyn.vargas@msn.com,"35 James Street ","New Windsor",NY,12553
393,Gertrude,Terry,NULL,gertrude.terry@hotmail.com,"34 Airport Dr. ",Upland,CA,91784
317,Christia,Wilkins,NULL,christia.wilkins@msn.com,"7062 Willow Court ",Woodside,NY,11377
1174,Aaron,Knapp,"(914) 402-4335",aaron.knapp@yahoo.com,"807 Grandrose Ave. ",Yonkers,NY,10701
276,Lavette,Wright,NULL,lavette.wright@msn.com,"6 Windsor Street ",Ronkonkoma,NY,11779
516,Rosa,Kinney,NULL,rosa.kinney@yahoo.com,"330 Highland Drive ",Brooklyn,NY,11201
1069,Rodolfo,Buck,NULL,rodolfo.buck@gmail.com,"8359 Brewery Street ",Shirley,NY,11967
668,Calandra,Stanton,NULL,calandra.stanton@aol.com,"36 Livingston Dr. ","Lake Jackson",TX,77566
414,Romaine,Haley,NULL,romaine.haley@aol.com,"737 Edgefield Drive ",Ithaca,NY,14850
648,Catrice,Hicks,NULL,catrice.hicks@yahoo.com,"403 Inverness Street ","San Pablo",CA,94806
1309,Kimberli,Cline,NULL,kimberli.cline@yahoo.com,"7115 Stonybrook Court ",Centereach,NY,11720
1328,Cindie,Franklin,NULL,cindie.franklin@yahoo.com,"7249 Franklin St. ",Lawndale,CA,90260
929,Thurman,Ellis,NULL,thurman.ellis@gmail.com,"20 Augusta Road ",Pleasanton,CA,94566
218,Casey,Gill,NULL,casey.gill@gmail.com,"636 Prospect Avenue ","Port Washington",NY,11050
1094,Keitha,Black,NULL,keitha.black@yahoo.com,"7670 Hilldale Ave. ",Lindenhurst,NY,11757
204,Alpha,King,NULL,alpha.king@hotmail.com,"14 Henry Smith St. ","Rockville Centre",NY,11570
1194,Leticia,Snyder,NULL,leticia.snyder@yahoo.com,"173 Lyme Dr. ",Pittsford,NY,14534
1165,Rikki,Morrow,"(682) 936-1482",rikki.morrow@hotmail.com,"7096 Plumb Branch Road ","Fort Worth",TX,76110
1237,Luke,Kramer,NULL,luke.kramer@hotmail.com,"7955 Delaware Drive ",Bethpage,NY,11714
271,Katheleen,Marks,NULL,katheleen.marks@yahoo.com,"69 North Tower St. ",Longview,TX,75604
336,Trisha,Johnson,"(717) 126-8787",trisha.johnson@msn.com,"59 Wild Horse St. ",Lancaster,NY,14086
991,Brigida,Larson,NULL,brigida.larson@hotmail.com,"8789 Sycamore Lane ","Canyon Country",CA,91387
7,Latasha,Hays,"(716) 986-3359",latasha.hays@hotmail.com,"7014 Manor Station Rd. ",Buffalo,NY,14215
306,Vikki,Erickson,NULL,vikki.erickson@yahoo.com,"24 Jones Street ",Kingston,NY,12401
422,Valery,Saunders,NULL,valery.saunders@msn.com,"42 Marlborough St. ",Victoria,TX,77904
633,Kiara,Deleon,"(657) 378-8011",kiara.deleon@gmail.com,"164 Addison Drive ",Anaheim,CA,92806
12,Robby,Sykes,"(516) 583-7761",robby.sykes@hotmail.com,"486 Rock Maple Street ",Hempstead,NY,11550
1255,Ben,Stone,NULL,ben.stone@gmail.com,"8855 University St. ",Ithaca,NY,14850
677,Launa,Hull,NULL,launa.hull@yahoo.com,"936 Grove Street ",Helotes,TX,78023
630,Zulema,Browning,NULL,zulema.browning@gmail.com,"12 NW. Lafayette St. ",Amsterdam,NY,12010
469,Micki,Rutledge,NULL,micki.rutledge@aol.com,"9868 Marvon Street ","Richmond Hill",NY,11418
1078,Theresia,Barron,NULL,theresia.barron@aol.com,"951 Wild Rose Street ","Forest Hills",NY,11375
1431,Mark,Benton,NULL,mark.benton@aol.com,"83 Eagle St. ","East Elmhurst",NY,11369
1369,Starr,Schneider,NULL,starr.schneider@aol.com,"77 Mulberry Street ",Shirley,NY,11967
471,Burma,Summers,NULL,burma.summers@yahoo.com,"890 East Elmwood Street ",Freeport,NY,11520
740,Gwenn,Melton,NULL,gwenn.melton@yahoo.com,"9545 Wakehurst Drive ",Centereach,NY,11720
577,Danille,Mcfarland,NULL,danille.mcfarland@msn.com,"14 Tailwater St. ",Rocklin,CA,95677
925,Bryce,Monroe,NULL,bryce.monroe@aol.com,"52 Cooper Lane ",Kingston,NY,12401
327,Sharie,Alvarez,"(212) 211-7621",sharie.alvarez@msn.com,"987 West Leatherwood Dr. ","New York",NY,10002
755,Tomika,Wilder,NULL,tomika.wilder@aol.com,"142 South Ocean St. ","New Hyde Park",NY,11040
786,Wallace,Lane,NULL,wallace.lane@aol.com,"901 Liberty St. ","South Richmond Hill",NY,11419
766,Lecia,Hancock,NULL,lecia.hancock@hotmail.com,"9167 Pineknoll St. ",Schenectady,NY,12302
403,Elouise,Fry,NULL,elouise.fry@aol.com,"49 Bohemia Street ","Canyon Country",CA,91387
685,Laverne,Craft,NULL,laverne.craft@aol.com,"829 N. Pierce Street ","Forest Hills",NY,11375
1365,Shenna,Espinoza,NULL,shenna.espinoza@gmail.com,"202 North George Street ",Queensbury,NY,12804
484,Chelsey,Boyd,NULL,chelsey.boyd@yahoo.com,"9569 Birchpond Ave. ",Euless,TX,76039
86,Lissa,Vargas,NULL,lissa.vargas@yahoo.com,"517 Victoria Ave. ",Oswego,NY,13126
84,Armand,Whitehead,NULL,armand.whitehead@hotmail.com,"639 Harvey St. ",Lindenhurst,NY,11757
1049,Marcelino,Mcbride,NULL,marcelino.mcbride@hotmail.com,"29 Oxford Ave. ","Clifton Park",NY,12065
316,Hortencia,Graham,NULL,hortencia.graham@aol.com,"7764 Greenrose Street ",Euless,TX,76039
46,Monika,Berg,NULL,monika.berg@gmail.com,"369 Vernon Dr. ",Encino,CA,91316
409,Jerome,Bolton,NULL,jerome.bolton@msn.com,"9921 Argyle Street ",Carmel,NY,10512
679,Tuan,Wolfe,NULL,tuan.wolfe@aol.com,"7641 Oak Meadow Dr. ","West Babylon",NY,11704
1354,Alexandria,Zamora,NULL,alexandria.zamora@yahoo.com,"95 Cherry Circle ",Schenectady,NY,12302
1192,Gena,Owens,NULL,gena.owens@gmail.com,"43 Buckingham St. ",Desoto,TX,75115
370,Jina,Cooper,NULL,jina.cooper@aol.com,"8947 W. Lexington Rd. ","Howard Beach",NY,11414
438,Katharine,Herrera,NULL,katharine.herrera@hotmail.com,"395 SE. Branch St. ",Queensbury,NY,12804
710,Ezra,Silva,NULL,ezra.silva@msn.com,"8629 Catherine Rd. ","New Windsor",NY,12553
1264,Devin,Velazquez,"(631) 254-8497",devin.velazquez@aol.com,"61 Redwood St. ",Brentwood,NY,11717
557,Erlene,Cook,NULL,erlene.cook@gmail.com,"89 Blue Spring Street ","Mount Vernon",NY,10550
170,Regine,Gonzales,"(805) 763-4045",regine.gonzales@gmail.com,"798 Court Drive ",Oxnard,CA,93035
693,Merlin,Foreman,"(516) 150-1321",merlin.foreman@msn.com,"8198 North Rockaway St. ",Hempstead,NY,11550
1124,Hubert,Reilly,NULL,hubert.reilly@hotmail.com,"9004 N. Lake Rd. ",Amityville,NY,11701
366,Lavonne,Anderson,NULL,lavonne.anderson@aol.com,"9420 Wintergreen Court ","Floral Park",NY,11001
288,Keturah,Massey,NULL,keturah.massey@msn.com,"189 Arnold Drive ",Banning,CA,92220
55,Diana,Guerra,NULL,diana.guerra@hotmail.com,"45 Chapel Ave. ",Merrick,NY,11566
714,Senaida,Thompson,NULL,senaida.thompson@msn.com,"578 Golf Drive ",Bronx,NY,10451
763,Han,Schneider,NULL,han.schneider@gmail.com,"40 Holly Street ",Elmhurst,NY,11373
332,Reena,Higgins,NULL,reena.higgins@gmail.com,"900 South Columbia Street ","Canyon Country",CA,91387
926,Katina,Mcintosh,"(661) 464-1523",katina.mcintosh@yahoo.com,"263 Swanson Dr. ",Bakersfield,CA,93306
76,Parker,Prince,NULL,parker.prince@hotmail.com,"21 Sulphur Springs Drive ","Port Jefferson Station",NY,11776
498,Edda,Young,NULL,edda.young@gmail.com,"50 S. Airport Street ","North Tonawanda",NY,14120
1286,Dione,Pratt,NULL,dione.pratt@msn.com,"864 Winding Way St. ",Pleasanton,CA,94566
371,Loni,Duncan,NULL,loni.duncan@gmail.com,"80 Saxton Lane ",Rosedale,NY,11422
357,Sheri,Cole,"(408) 658-2285",sheri.cole@aol.com,"479 Chapel Court ","San Jose",CA,95127
43,Mozelle,Carter,"(281) 489-9656",mozelle.carter@aol.com,"895 Chestnut Ave. ",Houston,TX,77016
117,Dacia,William,NULL,dacia.william@msn.com,"62 Cypress Drive ","Sugar Land",TX,77478
32,Araceli,Golden,NULL,araceli.golden@msn.com,"12 Ridgeview Ave. ",Fullerton,CA,92831
205,Harris,Pittman,NULL,harris.pittman@yahoo.com,"404 Cherry Hill Road ",Jamaica,NY,11432
251,Kasie,Rodriquez,NULL,kasie.rodriquez@aol.com,"7 North Beech St. ","Ballston Spa",NY,12020
31,Williemae,Holloway,"(510) 246-8375",williemae.holloway@msn.com,"69 Cypress St. ",Oakland,CA,94603
1325,Magdalena,Sherman,NULL,magdalena.sherman@gmail.com,"176 Sunbeam St. ",Oswego,NY,13126
610,Leonore,Dorsey,NULL,leonore.dorsey@yahoo.com,"8213 South Branch Avenue ","Jackson Heights",NY,11372
574,Adriene,Rivera,NULL,adriene.rivera@hotmail.com,"973 Yukon Avenue ",Encino,CA,91316
338,Abbey,Pugh,NULL,abbey.pugh@gmail.com,"26 Market Drive ","Forest Hills",NY,11375
1034,Rico,Salas,NULL,rico.salas@msn.com,"8041 Walt Whitman St. ",Centereach,NY,11720
1147,Kandace,Ayers,NULL,kandace.ayers@gmail.com,"9005 Lookout Lane ","Santa Monica",CA,90403
99,Carie,Kidd,NULL,carie.kidd@yahoo.com,"6 East Clinton Street ",Monroe,NY,10950
1200,Aubrey,Durham,NULL,aubrey.durham@aol.com,"14 Foster Ave. ","Port Washington",NY,11050
237,Elvera,Peck,NULL,elvera.peck@yahoo.com,"759 Lakewood Street ",Banning,CA,92220
1079,Cindi,Ellis,NULL,cindi.ellis@yahoo.com,"6 Cypress Lane ","Floral Park",NY,11001
1361,Destiny,Goodman,NULL,destiny.goodman@msn.com,"29 Smoky Hollow St. ",Westbury,NY,11590
951,Steve,Bender,NULL,steve.bender@gmail.com,"908 N. Pennington Dr. ",Scarsdale,NY,10583
643,Melba,Wilkinson,NULL,melba.wilkinson@gmail.com,"255 Harvard Dr. ","Floral Park",NY,11001
121,Lucy,Woods,NULL,lucy.woods@gmail.com,"8437 West Rockaway St. ","Palos Verdes Peninsula",CA,90274
756,Graig,Roth,NULL,graig.roth@aol.com,"7516 Wrangler Street ","West Babylon",NY,11704
616,Shery,Acosta,NULL,shery.acosta@yahoo.com,"17 Canal Ave. ","Saratoga Springs",NY,12866
918,Kristel,Bullock,NULL,kristel.bullock@yahoo.com,"7292 Armstrong Drive ",Smithtown,NY,11787
459,Latosha,Dalton,"(661) 529-4501",latosha.dalton@yahoo.com,"59 E. Wintergreen Ave. ",Bakersfield,CA,93306
854,Phylis,Adkins,"(212) 325-9145",phylis.adkins@msn.com,"7781 James Ave. ","New York",NY,10002
22,Adelle,Larsen,NULL,adelle.larsen@gmail.com,"683 West Kirkland Dr. ","East Northport",NY,11731
134,Brianna,Moss,"(516) 156-8031",brianna.moss@msn.com,"4 Longfellow St. ",Hempstead,NY,11550
24,Corene,Wall,NULL,corene.wall@msn.com,"9601 Ocean Rd. ",Atwater,CA,95301
1127,Waldo,Hart,NULL,waldo.hart@yahoo.com,"9782 Pineknoll Lane ",Queensbury,NY,12804
183,Jeniffer,Ratliff,NULL,jeniffer.ratliff@gmail.com,"510 Rocky River Court ","Floral Park",NY,11001
390,Lorrie,Pollard,NULL,lorrie.pollard@yahoo.com,"7834 Shore Ave. ",Ronkonkoma,NY,11779
1288,Allie,Conley,NULL,allie.conley@msn.com,"96 High Point Road ",Lawndale,CA,90260
98,Violet,Valenzuela,NULL,violet.valenzuela@msn.com,"8668 Piper Street ",Plattsburgh,NY,12901
919,Ruthanne,Hoover,NULL,ruthanne.hoover@aol.com,"835 Paris Hill Road ",Torrance,CA,90505
728,Viva,Dawson,NULL,viva.dawson@yahoo.com,"446 Princess Ave. ","Orchard Park",NY,14127
1366,Trena,Rogers,NULL,trena.rogers@aol.com,"502 Sherwood St. ",Campbell,CA,95008
558,Carroll,Kelly,NULL,carroll.kelly@yahoo.com,"346 Grant Circle ",Monroe,NY,10950
727,Kasha,Sullivan,NULL,kasha.sullivan@hotmail.com,"48 Foster Rd. ",Scarsdale,NY,10583
1247,Tammie,Cherry,NULL,tammie.cherry@hotmail.com,"791 Wakehurst Dr. ",Massapequa,NY,11758
127,Erlinda,Nielsen,NULL,erlinda.nielsen@aol.com,"728 Oxford Lane ",Maspeth,NY,11378
640,Allison,Nolan,"(845) 276-5729",allison.nolan@gmail.com,"7421 Victoria St. ","New City",NY,10956
760,Marisa,Chambers,NULL,marisa.chambers@msn.com,"15 E. Rock Creek Ave. ",Amityville,NY,11701
1074,Lanelle,Guerra,NULL,lanelle.guerra@yahoo.com,"989 Wrangler St. ","Floral Park",NY,11001
280,Brenda,Tate,NULL,brenda.tate@msn.com,"36 Hilltop Street ","San Angelo",TX,76901
600,Joi,Reeves,"(619) 952-9613",joi.reeves@msn.com,"9101 Williams Court ","San Diego",CA,92111
1102,Henrietta,Wagner,"(682) 143-2224",henrietta.wagner@hotmail.com,"54 Brickyard St. ","Fort Worth",TX,76110
591,Danilo,Holmes,NULL,danilo.holmes@gmail.com,"657 Manor Station Dr. ",Hicksville,NY,11801
635,Myrtie,James,NULL,myrtie.james@yahoo.com,"566 North Livingston Ave. ",Merrick,NY,11566
743,Tania,Swanson,NULL,tania.swanson@yahoo.com,"8646 Glen Eagles Ave. ",Longview,TX,75604
105,Marget,Hodge,NULL,marget.hodge@msn.com,"7199 Selby Lane ",Woodhaven,NY,11421
815,Leanna,Manning,NULL,leanna.manning@yahoo.com,"39 E. Stillwater Ave. ",Hicksville,NY,11801
514,Clarita,Curry,NULL,clarita.curry@hotmail.com,"661 Tanglewood Street ",Hollis,NY,11423
943,Lynn,Mcmahon,NULL,lynn.mcmahon@msn.com,"9 Surrey St. ",Scarsdale,NY,10583
1140,Penney,Hall,NULL,penney.hall@msn.com,"8306 Jockey Hollow Street ",Liverpool,NY,13090
1373,Lanora,Robbins,NULL,lanora.robbins@hotmail.com,"31 W. Maiden Lane ","West Babylon",NY,11704
788,Lilliam,Nolan,NULL,lilliam.nolan@msn.com,"8976 Berkshire Court ","Copperas Cove",TX,76522
363,Kaci,Gallegos,NULL,kaci.gallegos@gmail.com,"8573 Halifax St. ","Ballston Spa",NY,12020
1420,Kelsey,Noble,NULL,kelsey.noble@hotmail.com,"36 Pearl Court ","Mount Vernon",NY,10550
267,Angelina,Lloyd,NULL,angelina.lloyd@yahoo.com,"9593 North Sherman Dr. ","Apple Valley",CA,92307
716,Sebrina,Hart,NULL,sebrina.hart@yahoo.com,"7679 Pacific St. ",Coram,NY,11727
1179,Vernetta,Banks,NULL,vernetta.banks@aol.com,"7633 Albany St. ",Brooklyn,NY,11201
1338,Inez,Snider,NULL,inez.snider@gmail.com,"837 Catherine Lane ",Ronkonkoma,NY,11779
1358,Noble,Glover,NULL,noble.glover@gmail.com,"728 W. Rocky River Street ","Orchard Park",NY,14127
1218,Donovan,Cantrell,"(510) 624-3824",donovan.cantrell@msn.com,"601 Winchester Dr. ",Oakland,CA,94603
51,Gertrud,Rhodes,NULL,gertrud.rhodes@aol.com,"9961 Meadowbrook Street ",Merrick,NY,11566
1368,Veronique,Fulton,NULL,veronique.fulton@yahoo.com,"81 Hilldale Ave. ","Ballston Spa",NY,12020
157,Carola,Rodriquez,NULL,carola.rodriquez@hotmail.com,"9433 Heritage Lane ",Banning,CA,92220
307,Fransisca,Nicholson,NULL,fransisca.nicholson@aol.com,"945 Schoolhouse Street ",Glendora,CA,91740
501,Tony,Hicks,"(657) 260-6783",tony.hicks@gmail.com,"226 Carriage Street ",Anaheim,CA,92806
489,Kirstie,Vazquez,NULL,kirstie.vazquez@gmail.com,"8006 Rockland Ave. ","Saratoga Springs",NY,12866
615,Jamika,Blanchard,NULL,jamika.blanchard@gmail.com,"420 Cambridge Street ","Fresh Meadows",NY,11365
742,Evelina,Manning,NULL,evelina.manning@aol.com,"7515 Spring St. ","Mount Vernon",NY,10550
1167,Ryan,Carter,NULL,ryan.carter@yahoo.com,"8684 Studebaker Road ",Nanuet,NY,10954
1257,Rosamaria,Meyer,NULL,rosamaria.meyer@yahoo.com,"446 Elizabeth St. ",Webster,NY,14580
1360,Latashia,Travis,NULL,latashia.travis@yahoo.com,"7877 King Rd. ",Upland,CA,91784
737,Melita,Dominguez,NULL,melita.dominguez@msn.com,"9903 Santa Clara Lane ",Auburn,NY,13021
1435,Merrie,Fowler,NULL,merrie.fowler@aol.com,"532 Leatherwood Ave. ",Scarsdale,NY,10583
649,Eli,Contreras,NULL,eli.contreras@hotmail.com,"35 Highland Ave. ",Ronkonkoma,NY,11779
206,Stephaine,Riddle,NULL,stephaine.riddle@hotmail.com,"199 Vermont Court ",Brooklyn,NY,11201
1351,Carman,Hardy,NULL,carman.hardy@yahoo.com,"800 Whitemarsh St. ",Jamestown,NY,14701
1350,Annett,Rush,NULL,annett.rush@hotmail.com,"758 Fordham Lane ",Rosedale,NY,11422
13,Lashawn,Ortiz,NULL,lashawn.ortiz@msn.com,"27 Washington Rd. ",Longview,TX,75604
65,Kanesha,Vega,NULL,kanesha.vega@gmail.com,"771 E. Oxford Drive ",Rome,NY,13440
1082,Divina,Madden,"(562) 264-3998",divina.madden@gmail.com,"7314 Armstrong St. ","Long Beach",NY,11561
1168,Almeta,Benjamin,NULL,almeta.benjamin@aol.com,"8456 Oakwood St. ",Sunnyside,NY,11104
802,Barrett,Sanders,NULL,barrett.sanders@aol.com,"32 Hawthorne St. ",Longview,TX,75604
956,Venus,Hewitt,NULL,venus.hewitt@msn.com,"9835 Old Cemetery Lane ",Farmingdale,NY,11735
223,Scarlet,Yates,NULL,scarlet.yates@hotmail.com,"687 Shirley St. ",Patchogue,NY,11772
17,Caren,Stephens,NULL,caren.stephens@msn.com,"914 Brook St. ",Scarsdale,NY,10583
928,Joann,Barber,NULL,joann.barber@gmail.com,"8945 Courtland Street ","Santa Monica",CA,90403
1376,Kimberley,Reynolds,NULL,kimberley.reynolds@aol.com,"8475 Homewood Street ","Port Washington",NY,11050
145,Miquel,Neal,NULL,miquel.neal@hotmail.com,"9564 Deerfield Lane ","Staten Island",NY,10301
150,Weldon,Michael,NULL,weldon.michael@hotmail.com,"9952 Nut Swamp St. ",Huntington,NY,11743
851,Arlena,Buckner,NULL,arlena.buckner@hotmail.com,"629 Locust Ave. ","New Hyde Park",NY,11040
66,Lorrie,Becker,NULL,lorrie.becker@yahoo.com,"19 North Court ",Garland,TX,75043
